,x,y,z,subject
80,0.04,0.03,1.0,3
81,0.04,0.03,1.0,3
82,0.04,0.02,1.01,3
83,0.04,0.02,1.0,3
84,0.03,0.02,1.01,3
85,0.04,0.03,1.0,3
86,0.02,0.02,1.0,3
87,0.04,0.04,1.04,3
88,0.04,-0.04,1.01,3
89,0.08,-0.02,0.92,3
90,0.15,-0.06,0.92,3
91,0.11,-0.14,1.0,3
92,0.11,-0.34,0.97,3
93,0.09,-0.53,0.79,3
94,0.09,-0.59,0.7,3
95,0.07,-0.73,0.58,3
96,0.07,-0.69,0.59,3
97,-0.02,-0.82,0.64,3
98,-0.05,-0.68,0.61,3
99,0.03,-0.56,0.77,3
100,0.0,-0.22,1.03,3
101,0.01,-0.09,0.99,3
102,0.06,-0.01,1.07,3
103,0.04,0.01,1.0,3
104,0.03,0.04,1.0,3
105,0.04,0.03,1.0,3
106,0.04,0.02,1.01,3
107,0.04,0.03,1.0,3
108,0.04,0.03,1.0,3
109,0.04,0.02,1.0,3
110,0.04,0.03,1.0,3
111,0.04,0.03,1.0,3
112,0.04,0.03,1.0,3
113,0.04,0.03,1.0,3
114,0.04,0.02,1.0,3
115,0.04,0.03,1.0,3
116,0.04,0.03,1.0,3
117,0.04,0.03,1.0,3
118,0.04,0.02,1.0,3
119,0.04,0.02,1.0,3
120,0.04,0.03,1.0,3
121,0.04,0.02,1.0,3
122,0.04,0.03,1.0,3
123,0.04,0.02,1.0,3
124,0.04,0.03,1.0,3
125,0.04,0.02,1.0,3
126,0.04,0.03,1.0,3
127,0.04,0.03,1.0,3
128,0.04,0.03,1.0,3
129,0.04,0.03,1.0,3
130,0.04,0.02,1.01,3
131,0.04,0.03,1.0,3
132,0.04,0.02,1.0,3
133,0.04,0.05,1.0,3
134,0.01,0.02,1.02,3
135,0.01,-0.03,1.26,3
136,0.09,-0.04,0.96,3
137,0.11,-0.08,0.97,3
138,0.12,-0.09,1.0,3
139,0.14,-0.2,0.98,3
140,0.09,-0.41,0.93,3
141,0.11,-0.55,0.73,3
142,0.09,-0.74,0.61,3
143,0.08,-0.79,0.58,3
144,0.04,-0.77,0.47,3
145,0.0,-0.76,0.5,3
146,0.0,-0.71,0.84,3
147,-0.0,-0.5,0.87,3
148,0.0,-0.38,0.97,3
149,0.02,-0.25,0.99,3
150,0.04,-0.14,0.97,3
151,0.04,0.0,1.0,3
152,0.04,0.01,1.0,3
153,0.04,0.02,1.0,3
154,0.04,0.03,1.0,3
155,0.04,0.03,1.0,3
156,0.04,0.02,1.0,3
157,0.04,0.03,1.0,3
158,0.04,0.03,1.0,3
159,0.04,0.03,1.0,3
160,0.04,0.02,1.0,3
161,0.04,0.03,1.0,3
162,0.04,0.02,1.0,3
163,0.04,0.02,1.0,3
164,0.04,0.03,1.0,3
165,0.04,0.02,1.0,3
166,0.04,0.02,1.0,3
167,0.04,0.02,1.0,3
168,0.04,0.03,1.0,3
169,0.04,0.02,1.0,3
170,0.04,0.03,1.0,3
171,0.04,0.03,1.0,3
172,0.04,0.02,1.0,3
173,0.04,0.03,1.0,3
174,0.04,0.02,1.0,3
175,0.04,0.03,1.0,3
176,0.04,0.03,1.0,3
177,0.04,0.03,1.0,3
178,0.04,0.03,1.0,3
179,0.04,0.03,1.0,3
180,0.05,-0.0,0.99,3
181,0.0,0.0,1.16,3
182,0.1,0.02,0.85,3
183,0.14,-0.09,0.95,3
184,0.11,-0.16,0.97,3
185,0.1,-0.34,0.99,3
186,0.06,-0.5,0.86,3
187,0.03,-0.64,0.72,3
188,0.07,-0.71,0.62,3
189,0.04,-0.75,0.52,3
190,0.02,-0.77,0.52,3
191,-0.04,-0.77,0.48,3
192,-0.01,-0.75,0.59,3
193,-0.02,-1.71,1.82,3
194,0.02,-0.59,0.86,3
195,0.01,-0.34,0.89,3
196,0.04,-0.12,0.99,3
197,0.05,0.04,1.0,3
198,0.04,0.03,1.0,3
199,0.04,0.03,1.0,3
200,0.04,0.03,1.0,3
201,0.04,0.02,1.0,3
202,0.04,0.03,1.0,3
203,0.04,0.03,1.0,3
204,0.04,0.02,1.0,3
205,0.04,0.03,1.0,3
206,0.04,0.03,1.0,3
207,0.04,0.02,1.0,3
208,0.04,0.02,1.0,3
209,0.04,0.02,1.0,3
210,0.04,0.03,1.0,3
211,0.04,0.03,1.0,3
212,0.04,0.02,1.0,3
213,0.04,0.02,1.0,3
214,0.04,0.03,1.0,3
215,0.04,0.02,1.0,3
216,0.05,0.02,1.0,3
217,0.04,0.03,1.0,3
218,0.04,0.02,1.0,3
219,0.04,0.03,1.0,3
220,0.04,0.03,1.0,3
221,0.04,0.03,1.0,3
222,0.04,0.02,1.0,3
223,0.04,0.03,1.0,3
224,0.04,0.02,1.0,3
225,0.04,0.03,1.0,3
226,0.04,0.03,1.0,3
227,0.04,0.02,1.0,3
228,0.03,-0.02,1.01,3
229,0.01,-0.01,1.1,3
230,0.02,-0.15,0.9,3
231,0.03,-0.27,0.86,3
232,0.14,-0.36,0.87,3
233,0.18,-0.34,0.8,3
234,0.13,-0.39,0.88,3
235,0.09,-0.56,0.78,3
236,0.09,-0.67,0.7,3
237,0.07,-0.75,0.59,3
238,0.03,-0.78,0.52,3
239,0.02,-0.71,0.43,3
240,-0.01,-0.8,0.53,3
241,-0.02,-0.73,0.69,3
242,-0.03,-0.66,0.79,3
243,-0.02,-0.55,0.83,3
244,0.02,-0.33,0.95,3
245,0.01,-0.3,0.91,3
246,0.03,-0.16,0.95,3
247,0.05,0.02,0.99,3
248,0.04,0.03,1.01,3
249,0.04,0.03,1.0,3
250,0.04,0.03,1.0,3
251,0.04,0.02,1.0,3
252,0.04,0.02,1.0,3
253,0.04,0.02,1.0,3
254,0.04,0.02,1.0,3
255,0.04,0.03,1.0,3
256,0.04,0.02,1.0,3
257,0.04,0.03,1.0,3
258,0.04,0.03,1.0,3
259,0.04,0.02,1.0,3
260,0.04,0.03,1.0,3
261,0.04,0.03,1.0,3
262,0.04,0.03,1.0,3
263,0.04,0.02,1.0,3
264,0.04,0.02,1.0,3
265,0.04,0.03,1.0,3
266,0.04,0.03,1.0,3
267,0.04,0.02,1.0,3
268,0.04,0.03,1.0,3
269,0.04,0.03,1.0,3
270,0.04,0.03,1.0,3
271,0.04,0.02,1.0,3
272,0.04,0.03,1.0,3
273,0.04,0.03,1.0,3
274,0.04,0.03,1.0,3
275,0.04,0.03,1.0,3
276,0.04,0.02,1.0,3
277,0.04,0.03,1.0,3
278,0.04,0.02,1.0,3
279,0.04,0.03,0.96,3
280,0.0,0.03,1.26,3
281,0.08,-0.02,0.98,3
282,0.11,-0.09,0.91,3
283,0.16,-0.19,0.9,3
284,0.07,-0.43,0.9,3
285,0.08,-0.53,0.83,3
286,0.11,-0.58,0.67,3
287,0.05,-0.81,0.59,3
288,0.03,-0.74,0.51,3
289,0.0,-0.81,0.53,3
290,-0.07,-0.8,0.6,3
291,-0.01,-0.68,0.7,3
292,0.0,-0.62,0.75,3
293,0.04,-0.39,0.88,3
294,0.04,-0.19,0.99,3
295,0.05,0.06,1.09,3
296,0.0,-0.05,1.0,3
297,0.04,0.02,1.0,3
298,0.04,0.02,1.0,3
299,0.04,0.02,1.0,3
300,0.04,0.02,1.01,3
301,0.04,0.02,1.0,3
302,0.04,0.03,1.0,3
303,0.04,0.03,1.0,3
304,0.04,0.02,1.0,3
305,0.04,0.03,1.0,3
306,0.04,0.03,1.0,3
307,0.04,0.02,1.0,3
308,0.04,0.03,1.0,3
309,0.04,0.02,1.0,3
310,0.04,0.02,1.0,3
311,0.04,0.03,1.0,3
312,0.04,0.02,1.0,3
313,0.04,0.03,1.0,3
314,0.04,0.02,1.0,3
315,0.04,0.02,1.0,3
316,0.04,0.03,1.0,3
317,0.04,0.03,1.0,3
318,0.04,0.02,1.0,3
319,0.04,0.03,1.0,3
320,0.04,0.03,1.0,3
321,0.04,0.02,1.0,3
322,0.04,0.02,1.0,3
323,0.04,0.03,1.0,3
324,0.04,0.02,1.0,3
325,0.04,0.02,1.0,3
326,0.04,0.02,1.0,3
327,0.04,0.03,1.0,3
328,0.04,0.02,1.0,3
329,0.04,0.02,1.07,3
330,-0.02,0.05,0.99,3
331,0.04,-0.05,1.05,3
332,0.06,-0.05,0.9,3
333,0.09,-0.28,0.95,3
334,0.08,-0.49,0.84,3
335,0.07,-0.63,0.77,3
336,0.08,-0.68,0.57,3
337,0.05,-0.75,0.55,3
338,0.01,-0.78,0.57,3
339,-0.02,-0.75,0.58,3
340,-0.07,-0.77,0.76,3
341,-0.07,-0.68,0.83,3
342,-0.04,-0.52,0.76,3
343,0.0,-0.39,0.95,3
344,0.03,-0.25,0.97,3
345,0.04,-0.12,1.0,3
346,0.03,0.04,1.05,3
347,0.02,0.0,1.0,3
348,0.04,0.03,1.0,3
349,0.04,0.03,1.0,3
350,0.04,0.02,1.0,3
351,0.04,0.03,1.0,3
352,0.04,0.03,1.0,3
353,0.04,0.03,1.0,3
354,0.04,0.02,1.0,3
355,0.04,0.03,1.0,3
356,0.04,0.02,1.0,3
357,0.04,0.03,1.0,3
358,0.04,0.03,1.0,3
359,0.04,0.03,1.0,3
360,0.04,0.02,1.0,3
361,0.04,0.02,1.0,3
362,0.03,0.03,1.0,3
363,0.04,0.02,1.0,3
364,0.04,0.02,1.0,3
365,0.04,0.02,1.0,3
366,0.04,0.03,1.0,3
367,0.04,0.02,1.0,3
368,0.04,0.03,1.0,3
369,0.04,0.03,1.0,3
370,0.04,0.03,1.0,3
371,0.04,0.03,1.0,3
372,0.04,0.02,1.0,3
373,0.04,0.03,1.0,3
374,0.04,0.02,1.0,3
375,0.05,0.03,1.0,3
376,0.02,0.02,1.0,3
377,0.0,0.0,1.22,3
378,0.04,0.0,0.98,3
379,0.04,-0.13,0.99,3
380,0.12,-0.18,0.87,3
381,0.11,-0.43,0.88,3
382,0.12,-0.56,0.71,3
383,0.09,-0.76,0.55,3
384,0.04,-0.77,0.6,3
385,-0.0,-0.72,0.63,3
386,-0.03,-0.75,0.63,3
387,-0.07,-0.73,0.67,3
388,-0.02,-0.66,0.71,3
389,0.01,-0.65,0.74,3
390,-0.03,-0.34,0.89,3
391,0.02,-0.26,0.93,3
392,0.04,-0.05,0.98,3
393,0.03,0.0,1.0,3
394,0.04,0.04,1.0,3
395,0.04,0.03,1.0,3
396,0.04,0.02,1.0,3
397,0.04,0.03,1.0,3
398,0.04,0.03,1.0,3
399,0.04,0.02,1.0,3
400,0.04,0.02,1.0,3
401,0.04,0.03,1.0,3
402,0.04,0.02,1.0,3
403,0.04,0.02,1.0,3
404,0.04,0.02,1.0,3
405,0.04,0.02,1.0,3
406,0.04,0.02,1.0,3
407,0.04,0.02,1.0,3
408,0.04,0.03,1.0,3
409,0.04,0.02,1.0,3
410,0.04,0.02,1.0,3
411,0.04,0.03,1.0,3
412,0.04,0.03,1.0,3
413,0.04,0.02,1.0,3
414,0.04,0.02,1.0,3
415,0.03,0.03,1.0,3
416,0.04,0.03,1.0,3
417,0.04,0.02,1.0,3
418,0.04,0.02,1.0,3
419,0.04,0.02,1.0,3
420,0.04,0.02,1.0,3
421,0.04,0.02,1.0,3
422,0.04,0.02,1.0,3
423,0.04,0.02,1.03,3
424,0.02,0.0,1.11,3
425,0.01,-0.01,0.95,3
426,0.1,-0.15,0.87,3
427,0.11,-0.32,0.89,3
428,0.1,-0.48,0.75,3
429,0.06,-0.69,0.71,3
430,0.07,-0.65,0.67,3
431,0.05,-0.7,0.54,3
432,-0.05,-0.84,0.62,3
433,-0.04,-0.75,0.56,3
434,-0.12,-0.8,0.62,3
435,-0.07,-0.69,0.63,3
436,0.02,-0.51,0.86,3
437,0.02,-0.36,0.91,3
438,0.04,-0.24,0.97,3
439,0.02,-0.11,0.99,3
440,0.05,0.04,1.0,3
441,0.04,0.03,1.0,3
442,0.04,0.02,1.0,3
443,0.04,0.02,1.0,3
444,0.04,0.03,1.0,3
445,0.04,0.03,1.0,3
446,0.04,0.02,1.0,3
447,0.04,0.03,1.0,3
448,0.04,0.03,1.0,3
449,0.04,0.03,1.0,3
450,0.04,0.02,1.0,3
451,0.04,0.02,1.0,3
452,0.04,0.03,1.0,3
453,0.04,0.03,1.0,3
454,0.04,0.03,1.0,3
455,0.04,0.03,1.0,3
456,0.04,0.02,1.0,3
457,0.04,0.02,1.0,3
458,0.04,0.02,1.0,3
459,0.04,0.03,1.0,3
460,0.04,0.02,1.0,3
461,0.04,0.02,1.0,3
462,0.04,0.02,1.0,3
463,0.04,0.03,1.0,3
464,0.04,0.03,1.0,3
465,0.04,0.03,1.0,3
466,0.04,0.02,1.0,3
467,0.04,0.03,1.0,3
468,0.04,0.03,1.0,3
469,0.04,0.02,1.0,3
470,0.0,-0.04,1.07,3
471,0.02,-0.19,1.09,3
472,0.08,-0.51,0.73,3
473,0.07,-0.57,0.65,3
474,0.12,-0.66,0.56,3
475,0.11,-0.74,0.5,3
476,0.06,-0.84,0.63,3
477,0.05,-0.7,0.55,3
478,0.02,-0.72,0.56,3
479,0.0,-0.69,0.84,3
480,-0.07,-0.55,0.72,3
481,0.0,-0.5,0.81,3
482,0.05,-0.38,0.93,3
483,0.03,-0.29,0.95,3
484,0.04,-0.12,0.99,3
485,0.07,0.05,0.95,3
486,0.03,0.03,1.0,3
487,0.03,0.03,1.0,3
488,0.04,0.03,1.0,3
489,0.04,0.02,1.0,3
490,0.04,0.02,1.0,3
491,0.04,0.03,1.0,3
492,0.04,0.03,1.0,3
493,0.04,0.02,1.0,3
494,0.04,0.02,1.0,3
495,0.04,0.02,1.0,3
496,0.04,0.03,1.0,3
497,0.04,0.03,1.0,3
498,0.04,0.03,1.0,3
499,0.04,0.02,1.0,3
500,0.04,0.02,1.0,3
501,0.04,0.02,1.0,3
502,0.04,0.03,1.0,3
503,0.04,0.03,1.0,3
504,0.03,0.03,1.0,3
505,0.04,0.03,1.0,3
506,0.04,0.02,1.0,3
507,0.04,0.03,1.0,3
508,0.04,0.02,1.0,3
0,0.04,0.04,1.0,4
1,0.04,0.05,1.0,4
2,0.04,0.04,1.0,4
3,0.04,0.05,1.0,4
4,0.04,0.05,1.0,4
5,0.04,0.05,1.0,4
6,0.04,0.05,1.0,4
7,0.04,0.05,1.0,4
8,0.04,0.04,1.0,4
9,0.04,0.05,1.0,4
10,0.04,0.05,1.0,4
11,0.04,0.04,1.0,4
12,0.04,0.04,1.0,4
13,0.04,0.05,1.0,4
14,0.04,0.05,1.0,4
15,0.04,0.05,1.0,4
16,0.04,0.05,1.0,4
17,0.04,0.05,1.0,4
18,0.04,0.05,1.0,4
19,0.04,0.05,1.0,4
20,0.04,0.05,1.0,4
21,0.04,0.05,1.0,4
22,0.04,0.05,1.0,4
23,0.04,0.04,1.0,4
24,0.04,0.05,1.0,4
25,0.04,0.05,1.0,4
26,0.04,0.05,1.0,4
27,0.04,0.05,1.0,4
28,0.04,0.04,1.0,4
29,0.04,0.05,1.0,4
30,0.04,0.05,1.0,4
31,0.04,0.05,1.0,4
32,0.04,0.05,1.0,4
33,0.04,0.05,1.0,4
34,0.04,0.05,1.0,4
35,0.04,0.05,1.0,4
36,0.03,0.05,1.0,4
37,0.01,-0.02,1.0,4
38,-0.02,-0.13,1.09,4
39,0.01,-0.16,1.08,4
40,0.05,-0.18,0.94,4
41,0.05,-0.27,0.88,4
42,0.04,-0.51,0.85,4
43,0.03,-0.68,0.69,4
44,-0.05,-0.8,0.39,4
45,0.04,-0.83,0.35,4
46,-0.05,-0.84,0.25,4
47,-0.08,-0.86,0.05,4
48,-0.08,-0.89,0.05,4
49,-0.04,-0.99,0.16,4
50,-0.03,-0.79,0.18,4
51,0.07,-0.72,0.61,4
52,0.11,-0.32,0.87,4
53,0.12,-0.14,0.96,4
54,0.16,-0.03,0.94,4
55,0.07,-0.08,1.0,4
56,0.04,0.02,0.99,4
57,0.04,-0.19,1.27,4
58,0.07,0.03,1.07,4
59,0.09,0.0,1.01,4
60,0.05,0.04,1.0,4
61,0.05,0.04,1.0,4
62,0.04,0.05,1.0,4
63,0.04,0.05,1.0,4
64,0.04,0.05,1.0,4
65,0.04,0.05,1.0,4
66,0.04,0.05,1.0,4
67,0.04,0.05,1.0,4
68,0.04,0.05,1.0,4
69,0.04,0.04,1.0,4
70,0.04,0.05,1.0,4
71,0.04,0.05,1.0,4
72,0.04,0.04,1.0,4
73,0.04,0.04,1.0,4
74,0.04,0.04,1.0,4
75,0.04,0.04,1.0,4
76,0.02,0.05,1.0,4
77,0.02,0.04,1.02,4
78,0.03,-0.04,0.98,4
79,0.05,0.0,0.99,4
80,0.05,-0.0,0.98,4
81,0.05,-0.02,1.0,4
82,0.07,-0.0,1.0,4
83,0.08,-0.07,0.97,4
84,0.07,-0.12,0.96,4
85,0.1,-0.32,0.95,4
86,0.06,-0.46,0.86,4
87,0.02,-0.63,0.76,4
88,0.03,-0.85,0.47,4
89,-0.02,-0.95,0.41,4
90,-0.04,-0.85,0.13,4
91,-0.02,-1.02,0.07,4
92,-0.07,-0.9,0.12,4
93,-0.07,-0.86,0.24,4
94,-0.06,-0.82,0.44,4
95,0.0,-0.68,0.66,4
96,0.0,-0.71,0.76,4
97,0.02,-0.36,0.89,4
98,-0.01,-0.35,0.99,4
99,-0.03,-0.06,1.02,4
100,-0.01,-0.15,1.05,4
101,-0.01,-0.04,0.98,4
102,0.03,0.07,0.98,4
103,0.04,0.04,1.0,4
104,0.04,0.04,1.0,4
105,0.04,0.04,1.0,4
106,0.04,0.05,1.0,4
107,0.04,0.04,1.0,4
108,0.04,0.05,1.0,4
109,0.04,0.04,1.0,4
110,0.04,0.05,1.0,4
111,0.04,0.05,1.0,4
112,0.04,0.04,1.0,4
113,0.04,0.04,1.0,4
114,0.04,0.04,1.0,4
115,0.04,0.05,1.0,4
116,0.04,0.05,1.02,4
117,0.04,0.04,1.0,4
118,0.04,0.05,1.0,4
119,0.04,0.04,1.0,4
120,0.04,0.05,1.0,4
121,0.04,0.05,1.0,4
122,0.04,0.05,1.0,4
123,0.04,0.05,1.0,4
124,0.04,0.05,1.0,4
125,0.04,0.05,1.0,4
126,0.04,0.05,1.0,4
127,0.04,0.04,1.0,4
128,0.04,0.05,1.0,4
129,0.04,0.05,1.0,4
130,0.04,0.05,1.0,4
131,0.04,0.04,1.0,4
132,0.04,0.05,1.0,4
133,0.01,-0.01,1.0,4
134,0.02,0.05,1.06,4
135,0.03,0.03,0.97,4
136,0.02,-0.03,0.96,4
137,0.05,-0.09,0.96,4
138,0.04,-0.3,0.91,4
139,0.02,-0.63,0.75,4
140,-0.02,-0.59,0.54,4
141,-0.09,-0.89,0.49,4
142,-0.13,-0.89,0.11,4
143,-0.05,-0.82,0.09,4
144,-0.02,-0.85,0.25,4
145,-0.03,-0.97,0.05,4
146,0.01,-0.86,0.22,4
147,0.0,-0.76,0.73,4
148,0.16,-0.54,0.92,4
149,0.09,-0.25,0.97,4
150,0.07,-0.11,0.91,4
151,0.11,-0.14,1.01,4
152,0.02,-0.05,0.95,4
153,0.02,-0.11,1.01,4
154,-0.07,-0.02,1.27,4
155,0.04,0.02,1.02,4
156,0.05,0.07,1.01,4
157,0.04,0.05,1.0,4
158,0.04,0.05,1.0,4
159,0.04,0.04,1.0,4
160,0.04,0.04,1.0,4
161,0.04,0.05,1.0,4
162,0.03,0.05,1.0,4
163,0.04,0.05,1.0,4
164,0.04,0.05,1.0,4
165,0.04,0.05,1.0,4
166,0.04,0.05,0.99,4
167,0.04,0.04,1.0,4
168,0.04,0.04,1.0,4
169,0.04,0.05,1.0,4
170,0.04,0.04,1.0,4
171,0.04,0.04,1.0,4
172,0.03,0.05,1.0,4
173,0.04,0.05,1.0,4
174,0.03,0.04,1.0,4
175,0.04,0.05,1.01,4
176,0.04,0.05,1.0,4
177,0.04,0.04,1.0,4
178,0.04,0.04,1.0,4
179,0.04,0.05,1.0,4
180,0.04,0.04,1.0,4
181,0.04,0.05,1.0,4
182,0.07,0.09,1.0,4
183,0.01,0.05,1.01,4
184,-0.0,0.0,1.02,4
185,0.04,0.01,0.95,4
186,0.05,-0.07,0.99,4
187,0.05,-0.34,0.84,4
188,0.0,-0.66,0.75,4
189,0.01,-0.73,0.65,4
190,-0.07,-0.94,0.52,4
191,-0.06,-1.01,0.4,4
192,-0.12,-0.89,0.18,4
193,-0.05,-0.75,0.12,4
194,-0.04,-1.02,0.37,4
195,0.03,-0.81,0.55,4
196,0.01,-0.7,0.84,4
197,0.02,-0.54,0.74,4
198,0.04,-0.25,0.96,4
199,0.01,-0.13,0.96,4
200,0.02,-0.11,0.96,4
201,0.02,-0.08,1.0,4
202,0.06,-0.07,0.91,4
203,0.03,0.2,1.04,4
204,0.04,0.04,1.0,4
205,0.04,0.05,1.0,4
206,0.04,0.05,1.0,4
207,0.04,0.05,1.0,4
208,0.04,0.05,1.0,4
209,0.04,0.04,1.0,4
210,0.04,0.04,1.0,4
211,0.03,0.05,1.0,4
212,0.04,0.05,1.0,4
213,0.04,0.05,1.0,4
214,0.04,0.05,1.01,4
215,0.04,0.05,1.0,4
216,0.04,0.05,1.0,4
217,0.04,0.04,1.0,4
218,0.03,0.05,1.03,4
219,0.04,0.04,1.0,4
220,0.04,0.04,1.0,4
221,0.04,0.05,1.0,4
222,0.04,0.05,1.0,4
223,0.04,0.05,1.01,4
224,0.03,0.04,1.0,4
225,0.04,0.05,1.0,4
226,0.04,0.04,1.0,4
227,0.04,0.05,1.0,4
228,0.04,0.05,1.0,4
229,0.04,0.05,1.0,4
230,0.04,0.05,1.0,4
231,0.04,0.05,1.0,4
232,0.04,0.05,1.0,4
233,0.04,0.04,1.0,4
234,0.03,0.04,1.01,4
235,-0.01,-0.1,1.25,4
236,0.04,-0.1,1.07,4
237,0.08,-0.04,0.84,4
238,0.05,-0.28,0.96,4
239,0.03,-0.64,0.81,4
240,-0.03,-0.8,0.53,4
241,0.1,-0.87,0.49,4
242,-0.07,-0.81,0.36,4
243,-0.01,-1.03,0.0,4
244,-0.04,-0.89,0.22,4
245,-0.07,-0.96,0.15,4
246,-0.05,-0.99,0.21,4
247,0.0,-0.84,0.45,4
248,0.04,-0.57,0.9,4
249,0.02,-0.51,0.81,4
250,-0.06,-0.38,0.94,4
251,0.01,-0.12,1.02,4
252,0.0,-0.12,0.96,4
253,0.03,-0.13,0.98,4
254,0.04,-0.01,1.05,4
255,0.03,-0.15,1.27,4
256,-0.01,0.02,1.02,4
257,0.04,0.04,1.0,4
258,0.03,0.04,1.0,4
259,0.04,0.05,1.0,4
260,0.04,0.05,1.0,4
261,0.04,0.05,1.0,4
262,0.04,0.05,1.0,4
263,0.04,0.05,1.0,4
264,0.03,0.05,1.0,4
265,0.04,0.05,1.0,4
266,0.04,0.05,1.0,4
267,0.03,0.05,1.0,4
268,0.04,0.05,1.0,4
269,0.04,0.05,1.0,4
270,0.04,0.04,1.0,4
271,0.04,0.05,1.0,4
272,0.04,0.05,1.0,4
273,0.04,0.05,1.0,4
274,0.03,0.05,1.0,4
275,0.04,0.05,1.0,4
276,0.04,0.04,0.98,4
277,0.04,0.05,1.0,4
278,0.03,0.05,1.0,4
279,0.04,0.05,1.0,4
280,0.04,0.05,1.0,4
281,0.04,0.05,1.0,4
282,0.04,0.05,1.0,4
283,0.03,0.05,1.0,4
284,0.04,0.05,1.0,4
285,0.04,0.05,1.0,4
286,0.03,0.05,1.0,4
287,0.04,0.04,1.0,4
288,0.02,0.06,1.0,4
289,-0.0,0.03,1.03,4
290,0.03,-0.04,1.07,4
291,0.03,-0.01,0.82,4
292,0.04,-0.19,0.92,4
293,-0.11,-0.51,1.03,4
294,-0.01,-0.64,0.57,4
295,0.14,-0.74,0.43,4
296,0.07,-0.9,0.28,4
297,-0.02,-1.12,0.18,4
298,-0.05,-0.96,0.04,4
299,-0.05,-1.0,0.16,4
300,0.0,-0.89,0.25,4
301,-0.04,-0.72,0.51,4
302,-0.03,-0.64,0.68,4
303,0.01,-0.34,0.88,4
304,-0.04,-0.23,0.98,4
305,-0.05,-0.13,0.95,4
306,0.0,-0.16,1.04,4
307,0.02,-0.08,1.09,4
308,-0.06,-0.01,1.04,4
309,-0.06,-0.02,1.0,4
310,-0.01,0.05,0.98,4
311,0.02,0.03,1.04,4
312,0.04,0.04,1.0,4
313,0.04,0.05,1.0,4
314,0.04,0.05,1.0,4
315,0.04,0.05,1.0,4
316,0.04,0.05,1.0,4
317,0.04,0.04,1.0,4
318,0.04,0.05,1.0,4
319,0.04,0.05,1.0,4
320,0.04,0.05,1.0,4
321,0.03,0.05,1.0,4
322,0.04,0.05,1.0,4
323,0.04,0.05,0.99,4
324,0.04,0.05,1.0,4
325,0.04,0.05,1.0,4
326,0.04,0.04,1.0,4
327,0.04,0.05,1.01,4
328,0.04,0.05,1.0,4
329,0.04,0.04,1.0,4
330,0.04,0.04,1.0,4
331,0.04,0.05,1.0,4
332,0.04,0.04,1.0,4
333,0.04,0.05,1.0,4
334,0.04,0.04,1.0,4
335,0.04,0.05,1.0,4
336,0.04,0.05,1.0,4
337,0.04,0.05,1.0,4
338,0.03,0.04,1.05,4
339,-0.02,-0.07,1.14,4
340,0.01,-0.06,0.96,4
341,0.03,-0.09,0.92,4
342,0.05,-0.15,0.98,4
343,0.08,-0.33,0.97,4
344,0.1,-0.6,0.69,4
345,0.02,-0.83,0.52,4
346,0.0,-0.82,0.51,4
347,-0.06,-1.05,0.32,4
348,-0.14,-0.96,0.04,4
349,-0.14,-0.88,0.0,4
350,-0.09,-0.93,0.15,4
351,-0.04,-0.86,0.25,4
352,-0.09,-0.85,0.49,4
353,-0.02,-0.7,0.7,4
354,0.04,-0.4,0.93,4
355,0.03,-0.17,0.91,4
356,0.0,-0.17,0.94,4
357,0.04,-0.1,1.01,4
358,-0.01,-0.06,0.99,4
359,-0.06,-0.08,0.93,4
360,-0.03,0.0,1.01,4
361,-0.02,0.11,1.0,4
362,0.04,0.04,1.0,4
363,0.03,0.04,1.0,4
364,0.04,0.05,1.0,4
365,0.04,0.05,1.0,4
366,0.04,0.05,1.0,4
367,0.04,0.05,1.0,4
368,0.04,0.05,1.0,4
369,0.04,0.05,1.0,4
370,0.04,0.04,1.0,4
371,0.04,0.05,1.0,4
372,0.04,0.05,1.0,4
373,0.03,0.05,1.0,4
374,0.03,0.05,1.0,4
375,0.04,0.05,1.0,4
376,0.03,0.05,1.0,4
377,0.04,0.04,0.99,4
378,0.03,0.05,1.0,4
379,0.04,0.05,1.0,4
380,0.03,0.05,1.0,4
381,0.04,0.05,1.0,4
382,0.04,0.05,1.0,4
383,0.04,0.04,1.0,4
384,0.04,0.05,1.0,4
385,0.04,0.05,1.0,4
386,0.04,0.05,1.0,4
387,0.04,0.04,1.0,4
388,0.04,0.04,1.0,4
389,0.04,0.04,1.0,4
390,0.02,0.07,1.0,4
391,0.03,0.01,1.07,4
392,0.05,-0.05,0.99,4
393,0.06,-0.17,0.99,4
394,0.06,-0.2,0.94,4
395,0.11,-0.39,0.93,4
396,0.04,-0.55,0.75,4
397,0.0,-0.74,0.65,4
398,-0.1,-0.99,0.42,4
399,0.02,-0.82,0.23,4
400,0.05,-0.96,0.15,4
401,-0.11,-1.05,0.1,4
402,-0.04,-1.05,0.24,4
403,0.03,-0.83,0.28,4
404,0.0,-0.68,0.59,4
405,0.08,-0.52,0.78,4
406,0.04,-0.25,0.94,4
407,0.0,-0.09,0.95,4
408,0.02,-0.09,1.02,4
409,0.02,-0.06,1.04,4
410,0.02,-0.05,1.0,4
411,0.0,0.0,1.02,4
412,-0.03,0.02,0.97,4
413,0.04,0.06,1.0,4
414,0.03,0.05,1.0,4
415,0.03,0.05,1.0,4
416,0.04,0.05,1.0,4
417,0.04,0.05,1.0,4
418,0.04,0.05,1.0,4
419,0.03,0.05,1.0,4
