,x,y,z,subject
37,0.05,-0.12,0.86,3
38,0.05,-0.04,1.02,3
39,0.03,-0.12,0.99,3
40,0.0,-0.02,0.98,3
41,0.03,-0.27,1.05,3
42,-0.06,0.42,0.88,3
43,0.09,0.08,1.02,3
44,0.08,0.02,1.03,3
45,0.09,0.05,1.03,3
46,0.05,-0.02,1.0,3
47,0.03,0.02,1.03,3
48,0.04,0.02,1.0,3
49,0.04,0.03,1.0,3
50,0.04,0.02,1.0,3
51,0.04,0.03,1.0,3
52,0.04,0.03,1.0,3
53,0.04,0.03,1.0,3
54,0.04,0.02,1.0,3
55,0.04,0.03,1.0,3
56,0.04,0.02,1.0,3
57,0.04,0.02,1.01,3
58,0.04,0.02,1.0,3
59,0.04,0.02,1.0,3
60,0.04,0.03,1.0,3
61,0.04,0.02,1.0,3
62,0.03,0.02,1.0,3
63,0.04,0.02,1.0,3
64,0.04,0.03,1.0,3
65,0.04,0.03,1.0,3
66,0.04,0.02,1.0,3
67,0.04,0.02,1.0,3
68,0.04,0.03,1.0,3
69,0.03,0.03,1.0,3
70,0.04,0.02,1.0,3
71,0.04,0.03,1.0,3
72,0.04,0.02,1.0,3
73,0.02,0.03,1.0,3
74,0.03,0.18,1.03,3
75,-0.03,-0.04,1.07,3
76,0.02,0.27,0.98,3
77,0.0,-0.04,1.03,3
78,0.07,-0.09,1.0,3
79,0.1,-0.16,0.96,3
80,0.09,0.04,1.02,3
81,0.06,-0.08,0.93,3
82,0.03,-0.06,1.0,3
83,0.02,-0.02,1.01,3
84,-0.04,-0.11,0.91,3
85,-0.11,-0.21,1.0,3
86,0.01,0.48,0.93,3
87,0.15,0.21,1.02,3
88,0.09,0.04,1.05,3
89,0.08,0.04,1.03,3
90,0.04,0.02,1.12,3
91,0.04,0.03,1.01,3
92,0.04,0.02,1.0,3
93,0.04,0.03,1.0,3
94,0.04,0.02,1.0,3
95,0.04,0.02,1.0,3
96,0.04,0.03,1.0,3
97,0.04,0.02,1.0,3
98,0.04,0.02,1.0,3
99,0.04,0.02,1.0,3
100,0.04,0.03,1.0,3
101,0.04,0.03,1.0,3
102,0.04,0.03,1.0,3
103,0.04,0.03,1.0,3
104,0.04,0.03,1.0,3
105,0.04,0.02,1.0,3
106,0.04,0.03,1.0,3
107,0.04,0.02,1.0,3
108,0.04,0.03,1.0,3
109,0.04,0.02,1.0,3
110,0.04,0.03,1.0,3
111,0.04,0.02,1.0,3
112,0.04,0.02,1.0,3
113,0.04,0.03,1.0,3
114,0.04,0.03,1.0,3
115,0.04,0.02,1.0,3
116,0.04,0.02,1.0,3
117,0.04,0.02,1.0,3
118,0.04,0.02,1.0,3
119,0.04,0.03,1.0,3
120,0.04,0.02,1.0,3
121,0.04,0.03,1.0,3
122,0.04,0.02,1.0,3
123,0.04,0.03,1.0,3
124,0.04,0.03,1.0,3
125,0.03,0.04,1.04,3
126,-0.0,0.02,1.04,3
127,0.06,0.11,1.07,3
128,0.07,0.19,1.01,3
129,0.12,0.16,0.88,3
130,0.14,-0.04,1.02,3
131,0.15,-0.19,0.97,3
132,0.1,-0.21,0.99,3
133,0.14,0.05,1.02,3
134,0.08,-0.1,0.95,3
135,0.02,-0.14,0.99,3
136,0.05,-0.05,1.01,3
137,0.06,-0.08,1.0,3
138,0.02,-0.17,0.99,3
139,0.03,0.03,1.15,3
140,-0.07,-0.05,1.09,3
141,0.14,0.12,0.81,3
142,0.16,0.2,1.1,3
143,0.14,0.09,0.96,3
144,0.1,0.08,1.05,3
145,0.06,0.08,1.05,3
146,0.04,0.03,1.02,3
147,0.04,0.04,1.02,3
148,0.04,0.02,1.0,3
149,0.04,0.03,1.0,3
150,0.12,0.11,1.02,3
151,0.04,0.02,1.0,3
152,0.04,0.02,1.0,3
153,0.04,0.03,1.0,3
154,0.04,0.02,1.0,3
155,0.04,0.02,1.0,3
156,0.04,0.02,1.0,3
157,0.04,0.02,1.0,3
158,0.04,0.03,1.0,3
159,0.04,0.03,1.0,3
160,0.04,0.03,1.0,3
161,0.04,0.03,1.0,3
162,0.04,0.02,1.0,3
163,0.04,0.02,1.0,3
164,0.04,0.03,1.0,3
165,0.04,0.02,1.0,3
166,0.04,0.02,1.0,3
167,0.04,0.02,1.0,3
168,0.04,0.02,1.0,3
169,0.04,0.03,1.0,3
170,0.04,0.02,1.0,3
171,0.04,0.02,1.0,3
172,0.04,0.03,1.0,3
173,0.04,0.02,1.0,3
174,0.04,0.02,1.0,3
175,0.04,0.03,1.0,3
176,0.04,0.02,1.0,3
177,0.04,0.03,1.01,3
178,0.05,0.05,1.0,3
179,0.0,0.24,1.06,3
180,0.0,0.06,1.01,3
181,0.08,0.36,0.91,3
182,0.05,0.09,0.93,3
183,0.11,-0.05,1.03,3
184,0.03,-0.07,1.07,3
185,0.1,-0.04,0.95,3
186,0.03,-0.11,0.98,3
187,0.11,0.0,1.02,3
188,0.06,-0.04,0.99,3
189,0.04,-0.1,0.96,3
190,0.06,-0.11,0.96,3
191,0.16,0.31,0.91,3
192,0.18,0.18,0.93,3
193,0.25,0.27,1.09,3
194,0.18,0.05,0.94,3
195,0.18,0.25,1.04,3
196,0.11,0.06,1.04,3
197,0.07,0.05,1.0,3
198,0.1,0.0,0.93,3
199,0.03,0.02,1.0,3
200,0.04,0.02,1.0,3
201,0.04,0.03,1.0,3
202,0.04,0.02,1.0,3
203,0.04,0.02,1.0,3
204,0.04,0.03,1.0,3
205,0.04,0.03,1.0,3
206,0.04,0.02,1.0,3
207,0.04,0.02,1.0,3
208,0.04,0.02,1.0,3
209,0.01,0.05,1.0,3
210,0.04,0.02,1.0,3
211,0.04,0.02,1.0,3
212,0.04,0.02,1.0,3
213,0.04,0.02,1.0,3
214,0.04,0.02,1.0,3
215,0.04,0.02,1.0,3
216,0.04,0.03,1.0,3
217,0.04,0.03,1.0,3
218,0.04,0.02,1.0,3
219,0.04,0.02,1.0,3
220,0.04,0.02,1.0,3
221,0.04,0.02,1.0,3
222,0.04,0.03,1.0,3
223,0.04,0.03,1.0,3
224,0.04,0.03,1.0,3
225,0.03,0.03,1.0,3
226,0.04,0.03,1.0,3
227,0.04,0.02,1.0,3
228,0.04,0.02,1.0,3
229,0.04,0.04,1.01,3
230,-0.02,0.03,1.05,3
231,0.02,0.08,1.02,3
232,0.06,0.09,0.94,3
233,0.1,0.2,0.98,3
234,0.14,0.12,0.89,3
235,0.19,-0.11,1.0,3
236,0.18,-0.04,0.96,3
237,0.16,0.01,1.0,3
238,0.06,-0.15,1.03,3
239,0.05,-0.03,0.95,3
240,0.1,-0.04,0.99,3
241,0.07,-0.04,1.0,3
242,0.06,-0.07,0.99,3
243,0.02,-0.11,0.91,3
244,-0.08,0.05,1.08,3
245,0.15,0.16,0.92,3
246,0.19,0.28,1.11,3
247,0.13,0.08,0.95,3
248,0.1,0.09,1.06,3
249,0.04,0.08,1.03,3
250,0.07,-0.11,1.16,3
251,0.03,0.05,1.09,3
252,0.04,0.02,1.0,3
253,0.04,0.03,1.0,3
254,0.16,0.12,1.01,3
255,0.04,0.02,1.0,3
256,0.04,0.02,1.0,3
257,0.04,0.02,1.0,3
258,0.04,0.03,1.0,3
259,0.04,0.02,1.0,3
260,0.04,0.02,1.0,3
261,0.04,0.02,1.0,3
262,0.04,0.03,1.0,3
263,0.04,0.03,1.0,3
264,0.04,0.03,1.0,3
265,0.04,0.02,1.0,3
266,0.04,0.02,1.0,3
267,0.04,0.02,1.0,3
268,0.04,0.03,1.0,3
269,0.04,0.02,1.0,3
270,0.04,0.02,1.0,3
271,0.03,0.03,1.0,3
272,0.04,0.02,1.0,3
273,0.04,0.02,1.0,3
274,0.04,0.03,1.0,3
275,0.04,0.02,1.0,3
276,0.04,0.03,1.0,3
277,0.04,0.02,1.0,3
278,0.04,0.02,1.0,3
279,0.04,0.02,1.0,3
280,0.04,0.03,1.0,3
281,0.04,0.02,1.0,3
282,0.04,0.03,1.0,3
283,0.04,0.02,1.0,3
284,0.03,0.09,1.02,3
285,0.04,0.04,1.13,3
286,0.11,0.17,1.0,3
287,0.12,0.18,0.92,3
288,0.02,-0.18,0.94,3
289,0.05,-0.34,1.08,3
290,0.12,-0.13,1.01,3
291,0.16,-0.05,0.93,3
292,0.11,-0.04,0.93,3
293,0.07,-0.05,0.97,3
294,0.07,-0.03,1.04,3
295,0.09,-0.11,0.94,3
296,0.12,0.03,1.0,3
297,0.06,-0.17,0.99,3
298,0.13,0.25,0.95,3
299,0.18,0.2,1.0,3
300,0.18,0.08,0.98,3
301,0.16,0.12,1.01,3
302,0.12,0.08,1.05,3
303,0.05,0.09,0.98,3
304,0.04,0.11,1.06,3
305,0.02,0.0,0.99,3
306,0.04,0.01,0.99,3
307,0.04,0.02,1.0,3
308,0.04,0.03,1.0,3
309,0.04,0.02,1.0,3
310,0.04,0.02,1.0,3
311,0.04,0.03,1.0,3
312,0.04,0.02,1.0,3
313,0.04,0.03,1.0,3
314,0.04,0.02,1.0,3
315,0.04,0.03,1.0,3
316,0.04,0.03,1.0,3
317,0.03,0.03,1.0,3
318,0.04,0.02,1.0,3
319,0.04,0.02,1.0,3
320,0.04,0.02,1.0,3
321,0.04,0.02,1.0,3
322,0.04,0.02,1.0,3
323,0.04,0.03,1.0,3
324,0.04,0.02,1.0,3
325,0.04,0.03,1.0,3
326,0.04,0.03,1.0,3
327,0.04,0.03,1.0,3
328,0.04,0.02,1.0,3
329,0.03,0.03,1.0,3
330,0.04,0.03,1.0,3
331,0.04,0.02,1.0,3
332,0.04,0.02,1.0,3
333,0.04,0.02,1.0,3
334,0.04,0.02,1.0,3
335,0.04,0.03,1.0,3
336,0.04,0.02,1.0,3
337,0.04,0.03,1.0,3
338,0.05,0.03,1.0,3
339,0.07,0.03,1.05,3
340,-0.01,0.12,1.15,3
341,0.01,0.18,0.95,3
342,0.08,-0.12,0.93,3
343,0.14,-0.13,1.0,3
344,0.14,-0.16,0.94,3
345,0.11,-0.14,1.0,3
346,0.08,0.01,1.0,3
347,0.14,-0.09,1.02,3
348,0.13,-0.09,1.0,3
349,0.03,-0.01,0.98,3
350,0.14,0.05,0.77,3
351,0.26,0.1,1.16,3
352,0.16,0.36,0.97,3
353,0.13,0.04,0.96,3
354,0.13,0.11,1.06,3
355,0.07,0.0,1.1,3
356,0.06,-0.04,1.08,3
357,0.05,0.01,0.95,3
358,0.04,0.02,1.0,3
359,0.02,0.04,1.0,3
360,0.04,0.03,1.0,3
361,0.04,0.02,1.0,3
362,0.04,0.03,1.0,3
363,0.04,0.02,1.0,3
364,0.04,0.02,1.0,3
365,0.04,0.03,1.0,3
366,0.04,0.03,1.0,3
367,0.04,0.03,1.0,3
368,0.04,0.03,1.0,3
369,0.04,0.02,1.0,3
370,0.04,0.03,1.0,3
371,0.04,0.03,1.0,3
372,0.04,0.02,1.0,3
373,0.04,0.02,1.0,3
374,0.04,0.02,1.0,3
375,0.04,0.02,1.0,3
376,0.04,0.03,1.0,3
377,0.04,0.02,1.0,3
378,0.04,0.02,1.0,3
379,0.04,0.03,1.0,3
380,0.04,0.03,1.0,3
381,0.04,0.03,1.01,3
382,0.04,0.03,1.0,3
383,0.04,0.02,1.0,3
384,0.04,0.02,1.0,3
385,0.04,0.03,1.0,3
386,0.04,0.03,1.0,3
387,0.04,0.02,1.0,3
388,0.04,0.02,1.0,3
389,0.04,0.02,1.01,3
390,0.0,0.01,1.01,3
391,0.02,0.05,1.11,3
392,0.04,0.07,1.06,3
393,0.05,0.15,0.91,3
394,0.16,-0.16,0.99,3
395,0.14,-0.12,0.88,3
396,0.11,-0.03,0.97,3
397,0.06,-0.18,1.02,3
398,0.13,0.0,0.92,3
399,0.13,-0.07,1.0,3
400,0.11,-0.05,0.98,3
401,0.11,-0.06,0.96,3
402,0.01,-0.14,0.91,3
403,0.05,0.18,0.97,3
404,0.2,0.24,1.04,3
405,0.18,0.18,0.88,3
406,0.18,0.11,1.1,3
407,0.06,0.07,1.02,3
408,0.05,0.07,1.04,3
409,0.04,0.02,1.01,3
410,0.04,0.02,1.0,3
411,0.04,0.03,1.0,3
412,0.03,0.02,1.0,3
413,0.04,0.02,1.0,3
414,0.04,0.03,1.0,3
415,0.04,0.03,1.0,3
416,0.04,0.03,1.0,3
417,0.04,0.02,1.0,3
418,0.04,0.02,1.0,3
419,0.04,0.02,1.0,3
420,0.04,0.03,1.0,3
421,0.04,0.02,1.0,3
422,0.04,0.02,1.0,3
423,0.04,0.02,1.0,3
424,0.04,0.02,1.0,3
425,0.04,0.03,1.0,3
426,0.04,0.02,1.0,3
427,0.04,0.02,1.0,3
428,0.04,0.03,1.0,3
429,0.04,0.02,1.0,3
430,0.04,0.03,1.0,3
431,0.04,0.03,1.0,3
432,0.04,0.03,1.0,3
433,0.04,0.03,1.0,3
434,0.04,0.03,1.0,3
435,0.04,0.03,1.0,3
436,0.04,0.03,1.0,3
437,0.04,0.03,1.0,3
438,0.04,0.03,1.0,3
439,0.04,0.02,1.0,3
440,0.04,0.02,1.0,3
441,0.04,0.03,1.0,3
442,0.04,0.02,1.0,3
443,0.06,-0.01,1.01,3
444,-0.01,0.07,1.15,3
445,0.05,0.09,1.05,3
446,0.11,0.12,0.93,3
447,0.12,0.25,1.0,3
448,0.11,0.2,0.85,3
449,0.17,-0.12,0.96,3
450,0.15,-0.17,0.98,3
451,0.17,-0.12,0.97,3
452,0.12,-0.06,1.05,3
453,0.09,-0.18,0.92,3
454,0.08,-0.02,1.0,3
455,0.11,-0.02,0.99,3
456,0.04,-0.04,1.01,3
457,0.09,-0.13,0.95,3
458,0.04,0.25,0.8,3
459,0.26,0.39,0.8,3
460,0.19,0.22,1.07,3
461,0.1,0.1,1.06,3
462,0.05,0.07,0.99,3
463,-0.02,-0.02,1.37,3
464,0.04,0.03,1.0,3
465,0.04,0.02,1.0,3
466,0.01,0.05,1.0,3
467,0.03,0.02,1.0,3
468,0.04,0.02,1.0,3
469,0.04,0.03,1.0,3
470,0.04,0.02,1.0,3
471,0.04,0.03,1.0,3
472,0.04,0.02,1.0,3
473,0.04,0.02,1.0,3
474,0.04,0.02,1.0,3
475,0.04,0.03,1.0,3
476,0.04,0.02,1.0,3
477,0.04,0.02,1.0,3
478,0.04,0.03,1.0,3
479,0.04,0.02,1.0,3
480,0.04,0.02,1.0,3
481,0.04,0.03,1.0,3
482,0.04,0.03,1.0,3
483,0.04,0.03,1.0,3
484,0.04,0.03,1.0,3
485,0.04,0.03,1.0,3
486,0.04,0.03,1.0,3
487,0.04,0.03,1.0,3
488,0.04,0.03,1.0,3
0,0.04,0.05,1.0,4
1,0.04,0.05,1.0,4
2,0.04,0.05,1.0,4
3,0.04,0.05,1.0,4
4,0.04,0.04,1.0,4
5,0.04,0.05,1.0,4
6,0.04,0.04,1.0,4
7,0.04,0.04,1.0,4
8,0.04,0.05,1.0,4
9,0.04,0.04,1.0,4
10,0.04,0.05,1.0,4
11,0.04,0.05,1.0,4
12,0.04,0.04,1.0,4
13,0.04,0.04,1.0,4
14,0.04,0.04,1.0,4
15,0.04,0.05,1.0,4
16,0.04,0.04,1.0,4
17,0.04,0.04,1.0,4
18,0.04,0.05,1.0,4
19,0.04,0.05,1.0,4
20,0.04,0.05,1.0,4
21,0.04,0.05,1.0,4
22,0.04,0.05,1.0,4
23,0.04,0.05,1.0,4
24,0.04,0.05,1.0,4
25,0.04,0.05,1.0,4
26,0.04,0.04,1.0,4
27,0.04,0.04,1.0,4
28,0.04,0.04,1.0,4
29,0.04,0.05,1.0,4
30,0.04,0.05,1.0,4
31,0.04,0.05,1.0,4
32,0.04,0.05,1.0,4
33,0.04,0.05,1.0,4
34,0.04,0.05,1.0,4
35,0.04,0.05,1.0,4
36,0.04,0.04,1.0,4
37,0.02,0.06,1.01,4
38,-0.05,0.09,1.23,4
39,0.0,0.13,1.01,4
40,0.01,0.06,0.97,4
41,0.06,0.06,0.94,4
42,0.14,0.21,1.01,4
43,0.1,-0.18,0.9,4
44,0.09,0.12,1.08,4
45,0.16,-0.02,1.02,4
46,0.12,-0.13,0.96,4
47,0.14,-0.08,0.97,4
48,0.11,-0.18,1.02,4
49,0.05,-0.11,1.0,4
50,0.16,-0.06,1.3,4
51,0.19,0.18,0.9,4
52,0.17,-0.12,1.1,4
53,0.15,-0.05,0.99,4
54,0.15,-0.01,1.0,4
55,0.13,0.02,0.87,4
56,0.07,0.03,0.96,4
57,0.04,-0.05,1.06,4
58,0.01,-0.02,1.09,4
59,0.02,-0.07,1.16,4
60,0.02,0.07,1.0,4
61,0.04,0.05,1.0,4
62,0.04,0.05,1.0,4
63,0.04,0.05,1.0,4
64,0.04,0.05,1.0,4
65,0.04,0.05,1.0,4
66,0.04,0.05,1.0,4
67,0.04,0.05,1.0,4
68,0.04,0.05,1.0,4
69,0.04,0.05,1.0,4
70,0.04,0.04,1.0,4
71,0.04,0.05,1.0,4
72,0.04,0.05,1.0,4
73,0.04,0.05,1.0,4
74,0.04,0.05,1.0,4
75,0.03,0.05,1.0,4
76,0.04,0.05,1.0,4
77,0.04,0.04,1.0,4
78,0.04,0.04,1.0,4
79,0.04,0.05,1.0,4
80,0.04,0.05,1.0,4
81,0.04,0.05,1.0,4
82,0.04,0.05,1.0,4
83,0.04,0.05,1.0,4
84,0.04,0.05,1.0,4
85,0.04,0.05,1.0,4
86,0.04,0.05,1.0,4
87,0.04,0.05,1.0,4
88,0.04,0.05,1.0,4
89,0.04,0.04,1.0,4
90,0.03,0.05,1.0,4
91,0.04,0.05,1.0,4
92,0.03,0.05,1.0,4
93,0.03,0.05,1.0,4
94,0.05,0.05,1.0,4
95,0.0,0.01,1.26,4
96,0.04,0.0,1.12,4
97,0.03,0.0,1.07,4
98,0.06,0.04,0.93,4
99,0.09,0.06,0.94,4
100,0.09,0.2,1.02,4
101,0.07,0.03,0.9,4
102,0.08,-0.11,0.98,4
103,0.09,-0.12,1.04,4
104,0.09,-0.14,0.95,4
105,0.07,-0.14,1.0,4
106,0.07,-0.14,1.09,4
107,0.04,-0.1,0.93,4
108,0.14,-0.1,0.88,4
109,0.12,0.07,1.21,4
110,0.12,-0.04,0.9,4
111,0.12,0.05,1.0,4
112,0.13,0.07,0.97,4
113,0.12,0.08,1.01,4
114,0.13,0.04,0.99,4
115,0.1,0.04,1.08,4
116,0.04,0.02,1.1,4
117,0.02,-0.01,1.0,4
118,0.04,0.08,0.98,4
119,0.02,0.05,1.0,4
120,0.05,0.03,1.01,4
121,0.04,0.05,1.0,4
122,0.04,0.05,1.0,4
123,0.04,0.04,1.0,4
124,0.04,0.04,1.01,4
125,0.04,0.04,1.0,4
126,0.04,0.05,1.0,4
127,0.04,0.05,1.0,4
128,0.04,0.05,1.0,4
129,0.04,0.05,1.0,4
130,0.04,0.05,1.0,4
131,0.04,0.05,1.0,4
132,0.04,0.05,1.0,4
133,0.04,0.05,1.0,4
134,0.04,0.05,1.0,4
135,0.04,0.05,1.0,4
136,0.04,0.04,1.0,4
137,0.04,0.05,1.0,4
138,0.04,0.05,1.0,4
139,0.04,0.04,1.0,4
140,0.04,0.05,1.0,4
141,0.04,0.05,1.0,4
142,0.04,0.05,1.0,4
143,0.04,0.05,1.0,4
144,0.04,0.05,1.0,4
145,0.04,0.05,1.0,4
146,0.04,0.03,1.0,4
147,0.03,0.04,1.0,4
148,-0.0,0.04,1.02,4
149,0.05,-0.0,1.04,4
150,0.01,-0.01,0.99,4
151,0.06,0.02,0.96,4
152,0.07,-0.05,0.99,4
153,0.09,0.02,0.96,4
154,0.14,0.27,1.07,4
155,0.11,-0.02,0.89,4
156,0.04,-0.06,1.0,4
157,0.07,-0.17,1.04,4
158,0.1,-0.13,0.98,4
159,0.05,-0.14,0.93,4
160,0.07,-0.13,0.99,4
161,0.05,-0.14,0.99,4
162,0.04,-0.12,1.13,4
163,0.06,0.01,0.96,4
164,0.06,-0.05,1.0,4
165,0.09,-0.12,0.94,4
166,0.11,0.03,1.0,4
167,0.08,-0.08,0.92,4
168,0.03,0.0,0.97,4
169,0.01,0.03,1.06,4
170,-0.03,-0.02,1.05,4
171,-0.01,0.05,1.0,4
172,0.02,0.05,1.02,4
173,0.04,0.04,1.0,4
174,0.03,0.05,1.0,4
175,0.04,0.05,1.0,4
176,0.04,0.04,1.0,4
177,0.04,0.05,1.0,4
178,0.04,0.05,0.99,4
179,0.04,0.05,1.0,4
180,0.03,0.05,1.0,4
181,0.04,0.05,1.0,4
182,0.04,0.05,1.0,4
183,0.04,0.05,1.0,4
184,0.04,0.05,1.0,4
185,0.04,0.05,1.0,4
186,0.04,0.05,1.0,4
187,0.04,0.05,1.0,4
188,0.04,0.05,1.0,4
189,0.04,0.05,1.0,4
190,0.04,0.05,1.0,4
191,0.04,0.05,1.0,4
192,0.04,0.05,1.0,4
193,0.04,0.05,1.0,4
194,0.04,0.05,1.0,4
195,0.04,0.05,1.0,4
196,0.04,0.05,1.0,4
197,0.03,0.05,1.0,4
198,0.04,0.04,1.0,4
199,0.04,0.05,1.0,4
200,0.04,0.04,1.0,4
201,0.03,0.05,1.0,4
202,0.04,0.05,1.0,4
203,0.04,0.05,1.01,4
204,0.05,0.05,1.12,4
205,0.01,0.05,0.98,4
206,0.07,0.05,0.96,4
207,0.11,0.07,0.89,4
208,0.1,0.16,1.0,4
209,0.07,0.05,0.99,4
210,0.12,-0.11,0.95,4
211,0.12,-0.2,0.97,4
212,0.08,-0.17,1.0,4
213,0.09,-0.15,0.92,4
214,0.09,-0.11,1.01,4
215,0.05,-0.16,1.05,4
216,0.03,-0.07,0.91,4
217,0.03,-0.18,0.98,4
218,0.05,-0.01,1.04,4
219,0.12,0.11,0.93,4
220,0.12,-0.06,1.02,4
221,0.13,0.07,0.93,4
222,0.09,0.06,1.04,4
223,0.05,0.05,1.11,4
224,0.05,0.02,1.0,4
225,0.05,-0.01,1.28,4
226,0.04,0.05,1.01,4
227,0.03,0.05,1.01,4
228,0.04,0.05,1.0,4
229,0.02,0.04,1.0,4
230,0.04,0.05,1.0,4
231,0.04,0.05,1.0,4
232,0.04,0.04,1.0,4
233,0.03,0.05,1.0,4
234,0.04,0.05,1.0,4
235,0.04,0.05,1.0,4
236,0.04,0.05,1.0,4
237,0.04,0.04,1.0,4
238,0.04,0.05,1.0,4
239,0.04,0.05,1.0,4
240,0.04,0.05,1.0,4
241,0.04,0.05,1.0,4
242,0.04,0.05,1.0,4
243,0.04,0.04,1.0,4
244,0.04,0.05,1.0,4
245,0.03,0.05,1.0,4
246,0.04,0.05,1.01,4
247,0.04,0.05,1.0,4
248,0.04,0.04,1.0,4
249,0.03,0.05,1.0,4
250,0.04,0.04,1.0,4
251,0.03,0.05,1.0,4
252,0.04,0.05,1.0,4
253,0.04,0.05,1.0,4
254,0.04,0.05,1.0,4
255,0.04,0.05,1.0,4
256,0.04,0.05,1.0,4
257,0.04,0.05,1.0,4
258,0.04,0.05,1.0,4
259,0.04,0.05,1.0,4
260,0.04,0.05,1.0,4
261,0.04,0.04,1.0,4
262,0.04,0.04,1.0,4
263,0.04,0.05,1.0,4
264,0.03,0.05,1.0,4
265,0.02,0.05,1.0,4
266,0.02,0.05,1.0,4
267,0.03,0.03,1.05,4
268,0.01,0.09,1.1,4
269,0.09,0.09,0.97,4
270,0.13,0.15,0.98,4
271,0.1,0.04,0.97,4
272,0.09,0.01,0.95,4
273,0.14,-0.09,1.04,4
274,0.11,-0.08,0.99,4
275,0.09,-0.07,0.91,4
276,0.08,-0.15,1.04,4
277,0.05,0.0,1.07,4
278,0.05,-0.16,0.93,4
279,0.06,-0.07,0.96,4
280,0.02,-0.08,1.03,4
281,0.12,0.02,1.02,4
282,0.13,0.06,1.0,4
283,0.12,0.0,0.93,4
284,0.11,0.02,0.95,4
285,0.09,0.09,1.04,4
286,0.04,0.01,1.08,4
287,0.02,0.07,1.06,4
288,0.05,0.15,0.99,4
289,0.04,0.05,1.01,4
290,0.04,0.05,1.0,4
291,0.04,0.05,1.01,4
292,0.04,0.05,1.0,4
293,0.04,0.05,1.0,4
294,0.03,0.05,1.0,4
295,0.04,0.05,1.0,4
296,0.03,0.05,1.0,4
297,0.03,0.05,1.0,4
298,0.04,0.05,1.0,4
299,0.04,0.05,1.0,4
300,0.04,0.04,1.0,4
301,0.04,0.05,1.0,4
302,0.04,0.05,1.0,4
303,0.04,0.05,1.0,4
304,0.04,0.05,1.0,4
305,0.04,0.05,1.0,4
306,0.04,0.05,1.0,4
307,0.04,0.04,1.0,4
308,0.04,0.04,1.0,4
309,0.04,0.05,1.0,4
310,0.04,0.05,1.0,4
311,0.04,0.05,1.0,4
312,0.04,0.05,1.0,4
313,0.04,0.05,1.0,4
314,0.04,0.05,1.0,4
315,0.04,0.05,1.0,4
316,0.04,0.05,1.0,4
317,0.03,0.05,1.0,4
318,0.04,0.05,1.0,4
319,0.04,0.05,1.0,4
320,0.04,0.05,1.0,4
321,0.04,0.05,1.0,4
322,0.03,0.05,1.0,4
323,0.03,0.05,1.04,4
324,0.01,0.12,1.04,4
325,0.06,0.11,0.97,4
326,0.06,0.1,0.93,4
327,0.11,0.05,0.91,4
328,0.12,0.27,1.0,4
329,0.09,0.21,0.91,4
330,0.04,-0.07,0.95,4
331,0.05,-0.2,1.02,4
332,0.07,-0.11,0.95,4
333,0.05,-0.08,1.07,4
334,0.07,-0.13,1.0,4
335,0.07,-0.11,0.93,4
336,0.1,-0.08,0.98,4
337,0.08,-0.13,1.11,4
338,0.11,0.04,0.97,4
339,0.09,0.0,1.01,4
340,0.1,0.03,0.99,4
341,0.1,0.02,0.94,4
342,0.09,0.07,1.0,4
343,0.07,0.06,1.04,4
344,0.01,0.07,0.97,4
345,0.05,0.05,1.0,4
346,0.03,0.05,1.01,4
347,0.04,0.04,1.0,4
348,0.04,0.05,1.0,4
349,0.04,0.05,1.0,4
350,0.04,0.05,1.0,4
351,0.04,0.05,1.0,4
352,0.04,0.05,1.0,4
353,0.03,0.05,1.0,4
354,0.04,0.05,1.0,4
355,0.04,0.04,1.0,4
356,0.04,0.05,1.0,4
357,0.04,0.05,1.0,4
358,0.04,0.05,1.0,4
359,0.04,0.04,1.0,4
360,0.04,0.04,1.0,4
361,0.04,0.05,1.0,4
362,0.04,0.05,1.0,4
363,0.04,0.05,1.0,4
364,0.04,0.04,1.0,4
365,0.04,0.04,1.0,4
366,0.03,0.05,1.0,4
367,0.04,0.04,1.0,4
368,0.04,0.05,1.0,4
369,0.04,0.05,1.0,4
370,0.04,0.05,1.0,4
371,0.04,0.05,1.0,4
372,0.04,0.04,1.0,4
373,0.03,0.05,1.0,4
374,0.04,0.05,1.0,4
375,0.04,0.05,1.0,4
376,0.04,0.05,1.0,4
377,0.04,0.05,1.0,4
378,0.04,0.05,1.0,4
379,0.04,0.04,1.01,4
380,0.04,0.05,1.0,4
381,0.03,0.04,1.0,4
382,0.04,0.05,1.0,4
383,0.04,0.05,1.0,4
384,0.04,0.05,1.0,4
385,0.03,0.07,1.01,4
386,0.0,0.09,1.26,4
387,0.04,0.11,1.05,4
388,0.08,0.1,0.94,4
389,0.09,0.06,0.98,4
390,0.11,0.25,1.09,4
391,0.14,0.09,0.9,4
392,0.12,-0.12,0.92,4
393,0.09,-0.1,0.99,4
394,0.06,-0.01,0.95,4
395,0.08,-0.18,0.95,4
396,0.05,-0.18,0.96,4
397,0.05,-0.2,1.01,4
398,0.08,-0.12,0.92,4
399,0.09,-0.07,1.12,4
400,0.12,-0.09,1.12,4
401,0.14,0.03,0.94,4
402,0.16,0.0,0.94,4
403,0.12,0.08,0.99,4
404,0.13,0.03,0.99,4
405,0.08,0.09,1.08,4
406,0.07,0.0,1.03,4
407,0.01,0.09,1.0,4
408,0.07,0.2,1.17,4
409,0.0,-0.06,1.17,4
410,0.04,0.05,1.0,4
411,0.05,0.04,1.0,4
