,attackhlc
114787,0
84725,0
72991,1
65299,0
53814,0
58595,1
28112,1
20223,0
21010,1
36540,1
29318,0
112195,1
91480,0
50033,0
24168,0
90781,0
6720,1
27413,1
85025,0
8001,0
10203,0
9726,0
59001,3
64583,0
49505,1
88800,0
87997,1
2182,0
28796,0
44076,1
26879,1
113253,1
17586,1
82935,1
5029,1
12796,0
106839,1
72818,1
73104,0
19217,1
87106,3
96933,1
4855,0
97024,0
109840,3
103328,1
10800,0
5799,0
31274,0
38794,0
36155,1
68397,0
65694,0
78172,1
106386,1
89253,4
29139,0
46121,0
5902,0
109554,3
55167,1
66531,1
89684,0
43583,0
47629,0
1182,1
96356,0
124270,0
62320,0
42074,0
51843,0
117557,1
14912,0
93220,0
36618,1
52676,1
57947,0
68443,0
120415,1
62719,0
48941,0
37149,3
95284,1
46309,1
37658,0
108785,1
102673,3
58904,0
72799,3
62976,1
49380,3
77932,3
70050,0
63047,0
113414,1
61863,1
12951,1
32856,1
36970,0
50590,1
63666,0
65497,0
17669,3
70022,1
28773,1
83981,1
34860,0
104744,0
509,3
26761,1
7822,0
64898,1
125653,1
14183,0
40256,0
22073,0
18220,0
60340,1
100494,1
32402,1
1492,0
94530,1
65107,1
1619,3
35999,0
19500,0
66094,3
42475,0
51663,0
22375,0
103427,0
3861,0
29969,1
122970,1
21326,0
70752,0
33551,1
23025,1
64721,0
111659,1
93417,0
550,2
47717,0
11537,0
38932,0
4519,3
34153,0
82617,1
118341,0
35011,3
63403,1
29576,1
9199,0
31692,0
45198,1
88479,0
101523,1
106040,0
119567,1
76228,0
34099,1
25909,1
115433,0
20219,0
90028,1
109604,3
6907,1
43933,1
123243,1
67234,0
81887,1
43135,0
106632,0
16382,0
78826,0
12241,0
73285,0
80177,0
85020,1
31052,0
31236,0
51467,1
67835,0
43450,1
54884,1
121431,0
88720,3
60086,0
51871,0
35875,0
1943,1
12582,0
68813,3
75917,3
94445,0
58565,0
77962,0
109398,3
7075,0
107221,1
41697,1
49019,0
85429,0
106071,0
26613,1
38345,1
42349,0
59172,0
33495,0
88330,3
16893,0
22066,0
125957,1
19191,0
28630,0
12489,0
21500,1
71357,3
115236,0
31174,1
58796,0
43751,0
91864,1
121002,3
50423,1
80000,1
31344,1
30805,0
61242,3
120787,1
71230,0
2313,0
14321,1
88980,1
123199,0
103789,3
15980,1
50440,1
45093,0
108789,3
57237,3
37614,1
19198,1
76719,1
70747,1
49167,0
24043,1
53388,0
117907,0
77967,0
98875,1
104077,0
44040,0
98840,0
124844,1
77092,3
102565,1
86476,0
15703,1
99147,1
107185,3
19105,2
99173,1
34783,3
81356,0
13056,3
41618,0
65074,1
86642,3
112101,1
108314,0
83952,3
75506,1
27043,0
34872,0
24278,3
105787,1
51139,1
37740,0
121438,1
871,1
30883,1
22392,0
77513,0
75969,0
72113,0
40432,0
51222,0
96695,1
52049,3
89035,0
30710,0
113261,0
72014,4
28963,0
2184,0
2560,3
98724,0
77355,1
86177,0
39139,0
94450,0
27937,1
46049,0
80010,0
2631,1
42870,1
125284,1
61301,3
1848,0
50421,1
8135,0
58648,0
19222,3
117216,1
68201,1
101119,1
25382,1
118294,0
85566,1
29325,0
48678,1
90873,1
2610,0
74104,0
44375,0
105416,1
106095,0
123940,1
112820,1
54444,0
85189,0
86971,3
80774,1
29548,0
8778,0
19021,0
52858,1
90814,0
37617,0
83376,0
73545,1
107355,1
3045,1
4259,3
5489,0
28747,0
94358,0
61537,1
32094,1
54550,0
86885,0
17416,1
23279,0
47273,0
49729,0
122440,3
16514,3
43835,0
10206,1
101425,1
58864,1
71514,1
52865,0
55995,0
87366,1
45140,0
87784,1
121003,1
54314,1
13469,0
18387,0
34157,0
1379,1
114971,0
91575,1
25053,0
43645,1
108658,0
103413,0
57833,1
69898,3
75295,1
101538,0
89406,1
57702,0
51449,3
64864,1
104304,1
110230,0
75257,0
11529,1
102923,1
61621,0
19926,0
74187,0
97636,1
10161,0
103618,0
35522,1
3214,1
56442,0
118618,3
15265,0
88732,1
119093,1
109937,1
50308,0
70578,1
105593,1
35265,3
61473,0
88962,1
17218,0
9996,0
35167,0
29189,1
69978,0
44828,0
11395,0
44723,0
59038,0
104554,1
47004,1
103705,0
87363,1
27139,0
17199,0
71051,1
118078,0
69185,0
55341,1
19296,1
6618,0
41005,0
46222,0
27732,1
82838,0
19307,1
35398,0
20506,0
106825,1
11173,1
112039,3
124376,1
60338,3
2270,0
84595,0
73988,1
84290,1
46575,1
44156,0
110947,1
92272,1
36329,1
2957,1
54209,0
99257,0
72930,1
88575,1
101799,0
52014,1
125162,0
12846,0
92960,0
24636,1
81179,0
77486,0
122377,0
28094,1
23785,0
109863,0
40333,0
29792,1
5532,0
42181,0
99042,1
34662,3
3271,1
39150,0
39232,0
19202,3
123429,3
79196,0
59820,1
86494,1
96254,1
46053,0
92000,0
56743,1
18282,0
11265,3
27094,1
112046,1
78428,1
93255,0
28158,3
41638,1
69979,3
11363,1
59408,1
124930,0
77615,0
10735,1
10581,1
20174,1
100589,0
117499,0
71334,3
25479,0
15159,3
110266,1
44813,0
89230,1
12431,1
97778,0
4494,0
106330,1
54239,0
47099,0
66687,3
5031,1
55202,0
79192,0
125835,0
29274,0
26832,0
51493,3
18691,1
114321,0
85792,0
60227,0
68769,0
26252,1
68584,0
42638,0
92988,1
60413,1
106989,1
68963,0
79028,0
115726,0
51868,1
67388,1
28361,1
30304,1
70195,0
67722,0
63647,0
71849,0
90458,0
119963,3
81219,0
36665,0
59721,1
21425,0
266,0
73271,3
44985,1
29886,1
60172,0
82707,0
13625,1
72373,1
17773,1
123298,0
121649,0
87591,1
102242,0
11928,1
27985,0
70595,0
82792,0
58863,0
45099,0
66452,0
101340,1
45310,3
65576,1
21748,1
25785,0
52822,3
51515,0
46526,1
38348,1
13125,0
23608,1
41217,1
66073,0
85992,1
32560,0
87364,0
100539,0
43178,1
37501,0
38958,0
110573,0
70463,1
115154,3
6959,1
96568,0
17563,0
97672,1
20154,0
43925,0
110564,1
73352,3
4768,3
62283,1
39231,1
529,1
12684,0
62712,0
80199,1
116718,1
47521,1
64425,0
102796,1
36663,0
113766,0
11538,0
54107,1
101629,1
12145,0
91343,1
73096,1
10462,0
8656,0
109345,3
61106,1
23669,0
47269,0
66783,0
116179,3
27913,0
91724,0
29013,1
85340,0
39598,0
121207,0
4926,0
3012,0
73886,1
2975,1
115175,0
72178,1
83302,3
103445,1
82689,0
59792,0
40144,0
22383,1
58843,0
9435,0
37712,0
37379,3
13461,1
124098,3
123361,0
11748,1
74848,0
73287,0
102459,3
24028,0
67365,1
83023,0
93844,1
26864,1
59614,1
10382,0
100429,0
16773,1
68561,0
66437,1
74496,0
73132,0
84759,0
80089,3
117592,0
55924,0
104180,1
120077,3
6967,0
49249,0
93626,1
31084,0
35989,0
66091,1
103411,1
94275,0
100295,3
12512,1
81196,1
25487,0
3014,1
90515,1
123492,0
2904,3
58361,1
107639,1
87797,1
118129,0
124413,0
122268,1
68190,0
102626,1
77443,0
55998,0
122232,1
102902,1
30882,0
48625,0
26814,1
56270,1
124645,1
113765,3
107294,0
27101,3
70442,0
93901,0
112186,3
118879,0
123922,1
88982,0
10389,1
53667,1
62019,0
71082,0
31942,1
77517,1
36560,0
69394,0
43630,1
69304,0
113389,1
88353,0
112764,2
99435,1
14,1
117678,3
116510,0
83075,0
103158,1
119084,3
38670,0
18345,1
24730,3
40325,1
99694,1
94887,3
76304,1
45904,3
1598,1
109516,0
107402,0
99396,1
5232,0
95093,0
66256,1
22832,0
74179,0
34771,0
80850,1
50054,3
120465,0
93039,1
45465,0
5233,0
71744,0
18124,0
45710,1
33558,0
37428,0
42505,3
82584,0
84194,0
72227,1
107376,1
38399,1
91251,1
103632,0
111808,0
59577,0
12357,3
46922,3
55516,1
121098,1
64243,1
85828,1
25537,1
78250,0
48574,0
57812,0
10716,1
25491,0
80197,0
62803,0
98604,0
123326,1
98296,1
23433,0
21245,0
106064,0
87209,0
29683,0
34601,2
25750,0
45521,1
108627,3
10025,1
62021,1
58808,1
28659,0
43875,0
15896,0
118503,0
23219,1
123226,1
51216,1
64461,1
90691,0
101220,1
16784,1
67277,1
99070,0
39957,0
32637,1
30894,1
120417,1
67954,0
93831,0
110419,3
100940,0
87248,0
7135,1
12987,0
70159,1
18294,3
122434,0
31986,0
39766,0
66108,1
38651,1
66097,3
105029,3
36459,0
40175,0
17899,1
47,0
90344,0
20512,1
19133,0
28878,1
103500,0
37094,0
18571,0
52278,3
29015,1
40734,1
111125,0
108830,0
41954,2
31153,1
40815,0
16948,1
60130,0
90854,0
46171,0
73574,0
21868,0
81590,1
114594,0
98735,1
32801,0
37637,1
15517,0
115923,1
122671,1
13837,1
12991,0
101056,3
18291,0
139,1
108849,0
88490,1
101911,0
39419,0
50820,1
19558,0
39906,0
14811,0
123713,1
20879,0
15031,0
104487,0
67922,0
37335,0
19927,0
109261,1
68648,0
86276,0
45266,0
83936,0
45408,0
61635,0
47498,0
70496,0
75749,0
110305,1
122087,0
14599,0
16042,0
31187,1
107161,0
29144,1
18363,0
68988,3
59819,0
13862,0
76553,0
34229,1
48312,1
101755,3
44445,1
84279,1
81886,0
50563,0
50329,1
1691,0
6965,0
30162,0
75104,0
119379,1
37541,0
111738,0
74241,0
58315,0
65328,1
85322,1
97419,0
89590,1
102538,0
81981,1
65932,0
4995,0
19096,1
113338,0
9192,0
69656,1
122185,0
91705,0
120109,1
44056,1
35863,0
24849,1
123718,0
33565,1
104268,1
93922,3
5254,0
75866,1
54558,1
5401,0
47581,0
121366,1
116433,1
25524,0
23998,0
51164,0
119420,3
2383,1
44898,3
119289,0
66485,1
72637,0
65202,1
53561,1
36756,0
44479,1
37533,0
56519,1
31644,1
43951,1
74927,3
49686,0
93542,1
117899,0
80977,1
61203,0
100984,0
3954,0
3286,0
20554,0
81402,0
77997,0
93142,1
90715,1
52431,0
34648,0
30383,0
18223,0
27803,1
55395,0
35827,0
25807,0
30994,0
37663,0
105585,1
73473,1
122411,0
45331,1
87936,0
57061,0
88227,0
90419,1
18137,0
86061,0
15356,0
40803,0
97365,0
10286,0
34136,1
83025,3
66901,0
88694,1
77081,0
99230,3
53080,0
114329,0
119244,0
6426,0
118526,0
106565,1
112335,0
33324,1
61567,0
100374,3
100355,0
49894,1
104513,1
101827,1
37674,1
104007,1
36489,3
54775,0
1443,1
98029,3
43143,0
6428,0
7639,0
44968,0
10150,0
7014,1
113682,0
83241,0
95593,3
85185,1
115750,1
79941,0
120547,0
25901,0
104361,3
43481,0
3482,0
10482,1
41994,0
113113,1
107899,0
81408,0
104037,1
73835,0
54567,0
57443,1
33825,3
80063,0
12578,1
25881,1
116539,0
99856,0
8452,0
59931,1
78360,1
66663,1
3743,0
69809,0
536,1
118414,0
114051,1
75170,0
38807,1
11561,0
83530,1
124328,0
32248,0
19416,3
14096,3
94695,0
9074,0
62572,3
82639,0
51474,0
26271,1
119855,0
61023,1
44446,1
30929,1
65351,0
41072,0
21775,0
72620,1
81398,0
57737,0
91642,1
119663,0
97443,0
51469,0
70064,3
9753,3
77801,0
47359,1
102215,0
53201,0
46409,0
74505,0
21252,1
61872,0
45668,0
62327,0
29456,0
30271,0
15255,0
45087,3
1097,0
110957,1
114631,1
70139,1
36071,1
75657,1
25937,0
9900,1
76767,0
55127,3
3613,3
82190,1
68452,1
94694,0
105984,0
115282,0
63092,0
96170,1
108769,0
79183,1
36174,0
61669,0
24497,0
41306,0
87406,0
4045,3
20995,3
27070,0
46497,1
112253,0
76079,1
105003,3
74238,0
74395,0
103078,1
32292,1
2388,0
16597,0
104752,0
30732,0
31329,1
42011,0
102638,1
870,1
6713,0
56715,1
76005,0
70558,0
26591,2
57622,1
21593,0
105906,0
47138,1
46784,1
6984,1
108891,0
6681,1
27819,1
62003,1
83466,0
120730,1
94556,1
11988,0
221,1
65919,0
15618,0
110450,0
121076,0
222,2
67203,0
11816,1
82932,1
3577,1
14004,1
90751,0
78237,0
10972,0
44804,0
38842,0
36357,0
15642,0
81217,0
66908,0
75216,0
32295,0
63185,1
17177,0
113470,0
25587,0
63233,3
113193,0
110449,3
27882,1
60700,1
100423,3
90937,0
55578,0
113568,1
32419,3
98201,1
52243,0
64710,0
46942,0
45233,0
66139,1
37599,1
8324,3
125325,0
12851,3
42822,0
83856,1
99506,1
111339,0
37956,0
77075,0
19139,0
121160,0
87576,1
20916,3
50441,1
74852,3
43147,0
121594,1
27772,1
54866,0
121301,0
72483,0
79436,0
36100,0
89077,0
17205,0
61100,3
35736,1
99050,0
80688,1
51049,0
50659,0
118273,0
42826,0
121482,1
8455,1
16190,0
119536,1
25595,1
105942,0
12445,1
45077,3
28855,1
37951,0
20460,0
102593,0
124539,0
12485,0
18677,0
105375,1
6728,0
46600,0
28663,1
83684,0
39490,1
109197,1
42025,0
96770,1
88364,0
51387,0
28928,1
88066,3
69694,1
55737,1
32325,1
106754,3
58984,0
14915,3
9279,0
19129,1
47989,0
37467,0
111080,1
21997,0
32145,1
5165,0
57967,0
124343,0
24447,0
31720,0
104980,3
25902,1
52328,3
20817,0
25412,0
39187,1
85864,1
108155,0
104409,0
123352,0
76633,3
122364,0
41659,0
119585,1
58288,0
88290,0
83566,1
27972,1
84798,1
102552,1
19258,0
96716,2
75251,1
120556,0
61728,1
18100,0
2311,0
115183,1
6144,0
12793,1
16185,0
39851,1
35004,1
79895,1
62553,0
98785,1
123606,0
17552,3
97831,1
3032,3
47159,0
20832,0
11938,0
74553,0
73851,1
66701,0
52235,0
119004,0
80869,0
96112,0
39316,0
40735,1
12356,1
114831,0
119844,1
40878,3
32169,1
28730,0
13634,1
29140,3
99206,0
16974,1
115460,0
78131,0
78161,0
67753,1
91555,0
65284,0
89547,0
17971,0
54916,1
10470,1
58557,1
116215,0
16815,1
30486,3
104173,0
66408,0
107108,0
125748,1
32663,1
29202,0
36260,0
28753,1
110622,0
88331,0
11961,0
28279,0
104422,0
4971,0
90978,0
105002,0
34091,0
6773,0
56446,3
95025,3
26340,0
31071,1
100304,0
47477,3
123437,0
109605,1
75347,0
121414,1
18943,0
120098,3
36810,1
118265,1
9358,1
53092,0
93613,3
104088,0
81945,3
57722,1
90785,1
40470,2
65673,1
75281,0
17675,0
56530,1
86883,0
123723,0
78159,0
13552,0
59234,1
41718,1
26538,0
120604,1
73879,0
11151,1
8087,0
63627,0
82753,0
102966,0
98365,1
33709,1
125533,0
106760,1
122383,0
5101,1
107737,0
80144,1
56872,0
19137,1
72396,0
124220,1
38365,0
108784,3
38419,1
42777,0
16547,3
17394,0
73714,1
107825,0
115315,0
5437,0
54227,1
52570,0
76676,0
104968,0
36339,1
15860,0
24352,0
102858,1
52003,1
45188,0
9357,1
117322,0
93032,1
36745,0
114391,0
52183,1
107551,0
70930,3
46770,1
2833,1
9903,0
42851,1
112187,1
88534,0
52919,3
85439,3
76852,0
5417,3
59520,1
76599,1
87480,0
71861,0
40416,0
77430,0
94246,1
82272,0
83080,0
63331,0
40145,1
83095,1
67659,0
51155,0
10825,3
68722,0
30424,2
42623,1
37169,0
35151,1
117146,0
115896,0
56196,0
22727,0
58582,0
36781,1
75030,1
104515,0
56147,0
40625,0
7076,0
108959,0
8428,1
117960,0
28631,1
25752,1
43791,1
35093,1
111097,1
42721,0
85353,0
63689,3
110177,1
16334,1
116135,0
42325,1
121831,1
112371,0
33617,3
12633,1
7951,1
100931,1
60503,1
26834,0
97102,1
12112,1
43890,0
19888,0
44754,1
115497,0
3182,0
103870,0
88004,0
1932,0
70737,0
71430,0
45912,1
71296,3
15252,0
29459,0
7340,1
113920,0
18531,1
80387,0
44587,1
45294,1
65675,0
81412,1
34532,1
117571,0
56628,0
19880,0
16628,0
42873,0
2428,0
99247,0
79874,1
56649,1
17489,0
33229,0
14460,3
2370,1
7483,0
19046,0
98240,0
114785,0
67095,0
87034,3
48375,1
34158,1
50366,0
3547,0
45908,0
39998,0
42853,1
54931,0
43643,2
6827,1
6879,3
29738,1
60510,1
69725,0
54292,1
54580,0
102871,0
22941,1
34686,0
59606,3
68714,0
19280,1
68271,0
123236,3
90570,1
27112,1
96538,0
8337,0
78266,1
26183,1
43241,0
2721,0
114390,0
106103,0
105615,3
114042,1
55024,3
52920,1
7351,1
45205,0
65817,0
41497,1
82815,0
42155,3
106618,3
96880,2
50362,1
63178,0
115824,0
27539,0
48691,0
32677,1
97133,1
96389,0
116764,0
79423,1
75199,0
23163,1
21459,0
56245,0
26098,0
106463,0
55028,0
62227,1
595,1
117417,1
123072,1
19382,1
28169,0
4888,0
35191,0
94823,0
59578,0
56165,0
74758,1
113803,1
28523,0
42335,1
46912,0
113670,1
7846,0
27466,3
50404,1
25639,0
30205,1
120297,0
114742,0
123219,1
8171,1
94354,0
30885,1
124474,1
25063,1
111347,0
74925,0
44781,1
66369,0
64900,1
38837,0
70493,0
104100,0
64508,3
44742,0
104323,0
24166,0
82897,0
116750,0
89375,1
91565,0
8238,3
98723,1
50767,0
70459,1
62149,1
38114,1
161,0
25373,0
73600,3
121777,0
122332,1
66898,1
56279,1
46627,3
37261,0
27689,1
79353,0
40793,3
12888,0
81942,0
38915,0
123459,3
15385,1
85599,1
60524,3
46819,0
105387,3
16144,0
18567,0
13872,1
86993,0
81349,3
78364,0
24719,1
80425,0
3509,1
31183,1
123472,1
2608,1
99892,1
70129,0
19066,3
90313,0
13801,1
68315,0
12797,1
19802,0
12422,0
70575,0
116871,0
66824,0
47311,0
111393,0
108312,3
11223,2
76973,0
63146,3
96886,0
20752,0
77552,1
73869,0
38617,1
54976,0
113612,0
108120,1
78408,2
106692,0
24223,1
46790,0
94982,1
85602,3
105470,0
105413,1
105358,0
43634,0
88673,0
13796,0
104983,0
75854,1
12593,1
41099,0
91614,0
57090,0
26946,0
20614,0
28820,0
121541,0
58609,0
48025,0
83441,0
22149,0
2447,1
52638,0
121939,1
87772,1
23053,0
30878,3
83177,0
89291,0
92851,1
83561,3
20621,2
76047,0
69941,0
17830,0
9259,1
46725,0
29289,0
46328,1
80651,0
14294,0
82789,1
88997,1
29162,1
106133,0
119685,3
62121,0
59202,0
6583,1
100398,0
108673,0
57406,0
66223,1
55686,1
20662,0
105927,0
16522,0
36340,0
73335,0
111319,1
57821,3
120307,0
110594,1
121074,1
99478,0
30419,0
49655,1
5243,1
50480,0
63918,1
84604,0
49975,1
48488,3
116641,3
63618,0
113551,3
73390,0
89627,1
10727,0
40300,1
48852,1
74780,1
57161,0
64350,0
15714,0
79655,0
28318,0
62469,3
49286,0
116685,1
109919,0
89793,3
68687,0
125248,0
76899,0
118794,0
116800,0
52682,0
111660,0
78908,1
96423,0
73874,0
106448,1
86392,1
70572,0
81554,1
30310,1
106293,1
125705,1
88434,1
96557,1
84031,0
2601,1
117421,3
41673,1
98655,0
24564,0
44724,3
92725,0
2978,3
120874,0
61257,1
101947,1
26369,0
86044,0
56662,1
87123,1
56156,0
15970,0
24119,3
120673,1
25130,3
60606,1
47605,1
43377,1
28160,2
17906,1
104553,0
95683,0
91483,1
48867,1
78020,3
77120,0
56353,0
105450,1
116690,0
96284,0
61667,0
94828,1
72133,0
99483,0
41131,1
81962,0
71267,1
41070,0
48190,0
18515,0
88639,1
32925,0
15700,3
110278,1
80348,0
56162,0
32362,0
35877,1
35263,1
41442,0
46173,0
70955,0
86299,0
56306,0
118833,3
2330,1
111177,1
86679,0
60423,1
94418,1
71156,1
125030,1
24440,0
102384,1
112686,0
99256,0
40802,1
76893,1
24026,1
90386,0
99243,0
109216,0
35788,0
74723,0
119232,1
111995,0
18536,0
112429,0
83064,1
27284,0
20289,0
25394,3
88592,3
42080,1
102044,3
117523,1
36954,1
29923,0
18244,0
53873,0
12838,1
85269,0
14534,1
98407,1
123521,1
71795,1
120978,1
124257,1
108266,0
81039,1
74681,1
31226,1
4276,0
49923,3
23851,0
78169,0
31721,1
34470,1
38793,0
19693,1
5618,1
59427,3
13428,0
27680,1
46456,0
2888,0
76907,0
28800,0
59698,0
106270,0
42926,0
102482,1
102203,3
41664,3
104737,0
120412,1
63272,1
124223,0
26201,1
108257,0
124147,1
13500,0
31131,0
13647,1
31284,1
111321,1
125793,0
82523,0
3874,1
104930,3
55268,1
20677,3
32217,1
48407,0
18237,0
108416,3
114170,1
39936,0
76983,0
89955,0
26122,0
53034,0
21614,1
89560,0
55583,3
81437,1
110546,1
118587,0
101547,0
83909,0
87798,0
87654,1
41397,0
101791,0
23914,2
48813,1
56040,0
125086,0
62618,1
99248,0
53205,1
45406,0
58877,0
112641,0
33661,0
77670,0
123642,1
47188,0
10723,0
32467,1
83478,1
115697,0
65019,0
124178,3
89499,0
75962,0
78087,1
35769,1
52298,0
13282,1
69849,3
124089,3
125647,0
55954,1
78548,1
63504,0
115481,1
25819,1
62014,0
2950,0
110844,1
5651,0
36916,0
76212,1
112627,1
10497,1
10844,1
30223,1
8874,1
84091,0
3735,0
64162,0
35629,0
110588,0
23326,2
52504,0
125792,1
24312,0
7401,0
55183,0
47434,0
30280,1
97015,1
93326,1
111845,1
91604,0
26459,1
125931,0
107845,0
86717,1
12045,0
47910,3
49599,0
16968,1
36418,0
22618,0
105598,3
34086,1
30946,0
34264,1
40172,1
70938,0
97061,1
100668,0
70298,3
21166,1
70771,0
116043,1
8446,1
27629,0
37505,0
32831,1
116163,1
50711,0
91994,3
114540,1
45792,1
927,1
29016,0
11627,1
8978,3
2483,0
5320,1
83349,0
23488,1
84611,0
125288,0
98805,3
83321,3
82125,0
61346,3
50881,3
119957,0
47563,1
97293,0
13819,0
111733,0
35732,1
61435,0
65679,1
82763,0
8250,1
11199,1
8991,1
111708,1
113895,3
54997,3
92243,1
105767,3
52150,0
37494,0
81944,0
21771,0
59621,0
105991,0
63342,0
92763,1
95491,0
88589,1
13263,1
106833,0
90031,1
8768,0
74377,0
23157,0
109595,1
87660,1
98232,1
6271,1
107394,0
73501,1
125859,0
61221,0
76297,0
118854,1
103188,0
108879,0
5838,1
99878,0
32908,0
104720,1
70965,1
125161,1
58370,0
77456,1
51443,1
58673,0
76835,0
17273,1
21330,0
40472,0
92338,0
4353,0
790,1
70707,0
58508,3
115502,0
114817,0
68569,0
19259,1
38868,1
51583,0
114311,1
48804,1
94443,1
73999,1
26423,1
48791,0
69855,1
4047,0
71494,0
102972,0
80439,0
54172,1
53951,0
27095,1
86584,3
44893,1
101430,0
32333,0
108108,1
38067,0
47344,3
34016,1
65826,3
110258,0
104357,3
80188,1
61547,0
50051,0
123420,0
94605,0
72836,0
43967,0
33089,3
116375,0
94473,0
48435,1
26216,0
54858,1
83766,0
113032,0
83760,0
78747,0
61842,0
38877,0
110997,3
26568,0
91066,0
90437,1
73107,1
95106,1
122498,0
20181,0
31176,0
23333,0
12865,0
77140,0
36014,1
95228,1
58221,1
111782,1
37239,1
62432,1
59521,0
29825,1
7185,0
81901,0
74332,0
35026,3
93340,3
21244,1
6183,1
4960,0
49943,0
82626,0
29397,0
26269,0
31647,1
112667,1
97516,0
19379,0
75172,1
120698,0
21691,1
33149,0
32018,0
39612,1
42751,0
40450,1
14594,0
5546,1
74392,3
52854,0
125551,1
90010,0
93571,0
20493,3
12119,1
73651,0
125377,0
26097,3
97879,0
30382,3
9408,0
1074,0
114073,2
42235,3
123138,0
125876,0
82056,1
79611,3
28535,1
64546,0
122320,0
16068,1
38934,1
5244,3
69850,0
103574,0
101597,1
3753,0
93063,0
117608,1
47510,1
3107,0
71690,0
118130,0
86753,3
101041,0
10052,0
117729,3
4837,1
24855,1
28714,1
50469,1
105329,0
56172,0
77130,1
102880,1
122622,3
109123,0
25940,2
19248,0
38756,1
23791,0
66377,1
70983,1
109106,1
1992,1
2278,0
13466,0
58011,1
50297,0
124611,1
88275,0
93752,1
35200,0
419,1
68821,0
11982,1
94687,0
64818,0
26059,0
91668,1
107863,1
35994,0
69571,0
36941,0
22586,0
55568,0
21739,1
93982,0
50397,1
11045,0
55234,0
31703,0
87579,1
45671,1
59028,1
55514,0
36382,0
13766,0
50773,0
47760,0
100661,0
78682,0
58308,1
72755,0
70623,1
54689,0
111313,0
73838,0
35516,0
115106,1
108027,0
73994,0
102790,1
44141,0
8140,0
52,1
67637,0
18309,0
19327,1
39580,1
79677,1
95548,0
102957,1
91709,0
109018,0
2465,1
11004,1
77623,1
98722,0
13357,3
102182,0
48556,0
8439,0
60124,0
59632,1
19768,0
79296,0
51206,0
68316,1
48566,0
109176,3
63354,0
107567,0
118349,0
89394,3
92501,0
87227,1
93801,0
3895,1
19789,1
28568,1
83553,0
110684,1
37692,1
75179,1
115543,0
60268,0
109630,0
58506,0
54780,0
50527,0
61827,1
122014,3
51017,0
117922,0
110192,3
15754,0
36411,0
110496,3
76606,0
88821,0
66305,3
104262,0
54674,0
63959,0
105322,0
115347,1
38845,0
107322,0
53955,0
65110,1
51915,0
72470,0
5253,0
62885,1
84643,0
122949,0
4180,3
79480,3
60404,0
6314,1
42689,0
70270,1
11511,1
14982,0
2761,1
123511,1
62376,1
37423,0
82483,1
90738,1
23155,0
102143,0
65514,1
17076,0
23755,0
40600,3
111229,0
110196,0
124782,0
277,1
84472,0
119920,3
41723,1
28791,3
41567,0
44844,2
106859,0
77793,0
62199,1
30116,0
96720,1
124516,1
113340,0
100310,0
15391,1
86214,0
23665,1
6497,0
88303,0
105430,1
57935,1
26309,1
121054,1
89058,1
26979,1
1190,1
43320,0
86183,1
49561,0
60175,3
50581,1
75441,1
33120,3
89826,1
41092,1
3342,1
68653,3
123162,0
59173,1
86324,0
57071,1
32293,1
100117,0
107041,3
30830,0
97893,0
93497,0
23218,3
78773,0
47888,3
100269,0
25455,0
53069,1
15187,1
60672,0
63385,0
49848,1
14856,1
73091,3
79863,0
103914,3
10331,1
170,1
97919,0
101748,0
75043,1
118626,0
70213,1
23718,0
67293,1
26475,1
124732,1
30855,0
51740,3
95731,0
81900,0
122258,0
29152,1
19567,0
48503,0
125838,0
71886,3
124625,1
96006,0
66364,0
45057,0
46588,3
117238,0
45769,1
42434,0
13846,1
48741,0
93491,0
69014,0
14722,0
54831,0
25069,0
12057,0
69021,0
12363,0
16499,1
36064,0
33422,0
59922,1
90602,1
79463,1
65942,0
115877,0
19832,3
115984,0
35464,0
48599,1
23270,0
63472,1
114099,0
6751,1
118498,0
16962,0
80305,0
91523,1
52399,1
121091,1
29829,1
122552,0
20743,0
111723,3
27508,3
115569,0
45519,0
121935,0
56308,1
80150,0
51041,3
70068,1
118435,1
91361,0
88713,0
49707,1
16186,0
92584,0
4980,0
107582,1
14791,1
14216,0
78482,0
11285,0
90327,0
26615,0
78988,0
106981,0
111173,1
4662,1
6783,0
40245,0
87294,0
62050,3
107493,1
33763,1
82117,1
95663,0
55383,1
64695,1
814,0
29254,1
105526,0
87758,0
36475,0
40765,3
26378,1
92270,1
60565,1
8683,0
3704,3
6302,1
97742,3
37878,1
25376,1
8897,1
58603,0
109177,1
100935,1
67105,0
19861,0
76772,0
120672,0
6654,0
47092,0
70621,1
91156,0
89898,0
51455,0
83774,0
113073,0
62852,0
81164,0
12577,3
31681,0
72326,0
24415,0
113075,0
44744,0
21272,1
88764,1
64777,0
47497,0
13319,1
45212,1
54004,0
74968,0
69129,0
12065,0
122222,0
19337,0
52341,0
87092,0
95963,1
94554,1
64684,0
28010,1
91367,0
15201,1
58141,1
92218,1
98268,1
43688,3
11559,1
113005,1
33096,1
44734,3
123757,1
66771,0
29715,0
23000,1
110814,0
100565,0
16173,0
18767,0
95493,3
103381,1
15878,1
112761,1
8827,1
2669,1
47954,1
8183,1
16858,0
22922,3
23807,0
7532,0
104014,3
125037,0
79362,0
20478,0
52557,1
22322,0
27676,1
13169,0
107287,0
47659,1
75733,0
45259,0
29035,1
18500,3
58382,1
62766,1
111126,1
105549,0
1958,0
80602,1
108145,0
88992,0
